MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,PRESENT_RESIDENT,ESTABLISHED_MONTH,NUMBER_CREDITS,IS_DEFAULT
627,"above 200 USD",6,"EXISTING CREDITS PAID BACK","FURNITURE",2116,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",41,1,"No"
628,"0 to 200 USD",9,"ALL CREDITS PAID BACK","NEW CAR",1437,"100 to 500 K USD","4 to 7 YRS","NJ","above 4 YRS",29,1,"Yes"
629,"NONE",42,"CRITICAL ACCOUNT","FURNITURE",4042,"500 to 1000 K USD","1 to 4 YRS","NY","4",36,2,"No"
630,"NONE",9,"EXISTING CREDITS PAID BACK","EDUCATION",3832,"UNKNOWN/NONE","above 7 YRS","PA","4",64,1,"No"
631,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3660,"up to 100 K USD","1 to 4 YRS","NJ","4",28,1,"No"
632,"0 USD",18,"ALL CREDITS PAID BACK","FURNITURE",1553,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",44,1,"Yes"
633,"0 to 200 USD",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",1444,"UNKNOWN/NONE","up to 1 YR","NY","1 to 2 YRS",23,1,"No"
634,"NONE",9,"EXISTING CREDITS PAID BACK","FURNITURE",1980,"up to 100 K USD","up to 1 YR","NJ","2 to 3 YRS",19,2,"Yes"
635,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1355,"up to 100 K USD","up to 1 YR","CT","4",25,1,"Yes"
636,"NONE",12,"EXISTING CREDITS PAID BACK","EDUCATION",1393,"up to 100 K USD","above 7 YRS","NY","4",47,3,"No"
637,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1376,"500 to 1000 K USD","4 to 7 YRS","NY","1 to 2 YRS",28,1,"No"
638,"NONE",60,"DELAY IN PAST","ELECTRONICS",15653,"up to 100 K USD","4 to 7 YRS","NJ","4",21,2,"No"
639,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1493,"up to 100 K USD","up to 1 YR","NY","above 4 YRS",34,1,"No"
640,"0 USD",42,"DELAY IN PAST","ELECTRONICS",4370,"up to 100 K USD","4 to 7 YRS","CT","2 to 3 YRS",26,2,"Yes"
641,"0 USD",18,"EXISTING CREDITS PAID BACK","EDUCATION",750,"up to 100 K USD","TBD","NY","1 to 2 YRS",27,1,"Yes"
642,"0 to 200 USD",15,"EXISTING CREDITS PAID BACK","OTHER",1308,"up to 100 K USD","above 7 YRS","NY","4",38,2,"No"
643,"NONE",15,"EXISTING CREDITS PAID BACK","EDUCATION",4623,"100 to 500 K USD","1 to 4 YRS","CT","2 to 3 YRS",40,1,"Yes"
644,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",1851,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",33,2,"No"
645,"0 USD",18,"CRITICAL ACCOUNT","ELECTRONICS",1880,"up to 100 K USD","4 to 7 YRS","NY","1 to 2 YRS",32,2,"No"
646,"NONE",36,"DELAY IN PAST","RETRAINING",7980,"UNKNOWN/NONE","up to 1 YR","NY","4",27,2,"Yes"
647,"0 USD",30,"NONE TAKEN","FURNITURE",4583,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",32,2,"No"
648,"NONE",12,"EXISTING CREDITS PAID BACK","NEW CAR",1386,"500 to 1000 K USD","1 to 4 YRS","NJ","2 to 3 YRS",26,1,"Yes"
649,"above 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",947,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",38,1,"Yes"
650,"0 USD",12,"EXISTING CREDITS PAID BACK","EDUCATION",684,"up to 100 K USD","1 to 4 YRS","NY","4",40,1,"Yes"
651,"0 USD",48,"EXISTING CREDITS PAID BACK","EDUCATION",7476,"up to 100 K USD","4 to 7 YRS","NY","1 to 2 YRS",50,1,"No"
652,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1922,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",37,1,"Yes"
653,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",2303,"up to 100 K USD","above 7 YRS","NY","1 to 2 YRS",45,1,"Yes"
654,"0 to 200 USD",36,"DELAY IN PAST","NEW CAR",8086,"100 to 500 K USD","above 7 YRS","NJ","4",42,4,"Yes"
655,"NONE",24,"CRITICAL ACCOUNT","USED CAR",2346,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",35,2,"No"
656,"0 USD",14,"EXISTING CREDITS PAID BACK","NEW CAR",3973,"up to 100 K USD","TBD","PA","4",22,1,"No"
657,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",888,"up to 100 K USD","above 7 YRS","NY","4",41,1,"Yes"
658,"NONE",48,"EXISTING CREDITS PAID BACK","ELECTRONICS",10222,"UNKNOWN/NONE","4 to 7 YRS","NY","above 4 YRS",37,1,"No"
659,"0 to 200 USD",30,"NONE TAKEN","RETRAINING",4221,"up to 100 K USD","1 to 4 YRS","NJ","1 to 2 YRS",28,2,"No"
660,"0 to 200 USD",18,"CRITICAL ACCOUNT","FURNITURE",6361,"up to 100 K USD","above 7 YRS","NJ","1 to 2 YRS",41,1,"No"
661,"above 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1297,"up to 100 K USD","1 to 4 YRS","CT","4",23,1,"No"
662,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",900,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",23,1,"Yes"
663,"NONE",21,"EXISTING CREDITS PAID BACK","FURNITURE",2241,"up to 100 K USD","above 7 YRS","NY","2 to 3 YRS",50,2,"No"
664,"0 to 200 USD",6,"DELAY IN PAST","FURNITURE",1050,"up to 100 K USD","TBD","NY","1 to 2 YRS",35,2,"No"
665,"above 200 USD",6,"CRITICAL ACCOUNT","EDUCATION",1047,"up to 100 K USD","1 to 4 YRS","NJ","4",50,1,"No"
666,"NONE",24,"CRITICAL ACCOUNT","OTHER",6314,"up to 100 K USD","TBD","NY","2 to 3 YRS",27,2,"No"
667,"0 to 200 USD",30,"ALL CREDITS PAID BACK","FURNITURE",3496,"above 1000 K USD","1 to 4 YRS","NY","2 to 3 YRS",34,1,"No"
668,"NONE",48,"ALL CREDITS PAID BACK","RETRAINING",3609,"up to 100 K USD","1 to 4 YRS","PA","1 to 2 YRS",27,1,"No"
669,"0 USD",12,"CRITICAL ACCOUNT","NEW CAR",4843,"up to 100 K USD","above 7 YRS","CT","4",43,2,"Yes"
670,"above 200 USD",30,"CRITICAL ACCOUNT","ELECTRONICS",3017,"up to 100 K USD","above 7 YRS","NY","4",47,1,"No"
671,"NONE",24,"CRITICAL ACCOUNT","RETRAINING",4139,"100 to 500 K USD","1 to 4 YRS","CT","above 4 YRS",27,2,"No"
672,"NONE",36,"EXISTING CREDITS PAID BACK","RETRAINING",5742,"100 to 500 K USD","4 to 7 YRS","NJ","2 to 3 YRS",31,2,"No"
673,"NONE",60,"EXISTING CREDITS PAID BACK","NEW CAR",10366,"up to 100 K USD","above 7 YRS","NJ","4",42,1,"No"
674,"NONE",6,"CRITICAL ACCOUNT","NEW CAR",2080,"500 to 1000 K USD","1 to 4 YRS","PA","2 to 3 YRS",24,1,"No"
675,"NONE",21,"DELAY IN PAST","RETRAINING",2580,"500 to 1000 K USD","up to 1 YR","NY","2 to 3 YRS",41,1,"Yes"
676,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",4530,"up to 100 K USD","4 to 7 YRS","NY","4",26,1,"No"
677,"NONE",24,"CRITICAL ACCOUNT","FURNITURE",5150,"up to 100 K USD","above 7 YRS","NY","4",33,1,"No"
678,"0 to 200 USD",72,"EXISTING CREDITS PAID BACK","ELECTRONICS",5595,"100 to 500 K USD","1 to 4 YRS","NJ","2 to 3 YRS",24,1,"Yes"
679,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2384,"up to 100 K USD","above 7 YRS","NY","4",64,1,"No"
680,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1453,"up to 100 K USD","up to 1 YR","CT","1 to 2 YRS",26,1,"No"
681,"NONE",6,"EXISTING CREDITS PAID BACK","EDUCATION",1538,"up to 100 K USD","up to 1 YR","PA","2 to 3 YRS",56,1,"No"
682,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",2279,"UNKNOWN/NONE","1 to 4 YRS","NY","4",37,1,"No"
683,"NONE",15,"DELAY IN PAST","ELECTRONICS",1478,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",33,2,"No"
684,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",5103,"up to 100 K USD","up to 1 YR","CT","above 4 YRS",47,3,"No"
685,"0 to 200 USD",36,"DELAY IN PAST","RETRAINING",9857,"100 to 500 K USD","4 to 7 YRS","PA","above 4 YRS",31,2,"No"
686,"NONE",60,"EXISTING CREDITS PAID BACK","NEW CAR",6527,"UNKNOWN/NONE","1 to 4 YRS","NY","4",34,1,"No"
687,"above 200 USD",10,"CRITICAL ACCOUNT","ELECTRONICS",1347,"UNKNOWN/NONE","4 to 7 YRS","NY","2 to 3 YRS",27,2,"No"
688,"0 to 200 USD",36,"DELAY IN PAST","NEW CAR",2862,"100 to 500 K USD","above 7 YRS","NY","above 4 YRS",30,1,"No"
689,"NONE",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",2753,"100 to 500 K USD","above 7 YRS","CT","4",35,1,"No"
690,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",3651,"above 1000 K USD","1 to 4 YRS","PA","above 4 YRS",31,1,"No"
691,"0 USD",15,"CRITICAL ACCOUNT","FURNITURE",975,"up to 100 K USD","1 to 4 YRS","NJ","above 4 YRS",25,2,"No"
692,"0 to 200 USD",15,"EXISTING CREDITS PAID BACK","OTHER",2631,"100 to 500 K USD","1 to 4 YRS","CT","2 to 3 YRS",25,1,"No"
693,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2896,"100 to 500 K USD","up to 1 YR","NJ","1 to 2 YRS",29,1,"No"
694,"0 USD",6,"CRITICAL ACCOUNT","NEW CAR",4716,"UNKNOWN/NONE","up to 1 YR","PA","above 4 YRS",44,2,"No"
695,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2284,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",28,1,"No"
696,"NONE",6,"EXISTING CREDITS PAID BACK","USED CAR",1236,"500 to 1000 K USD","1 to 4 YRS","NJ","4",50,1,"No"
697,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1103,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",29,2,"No"
698,"NONE",12,"CRITICAL ACCOUNT","NEW CAR",926,"up to 100 K USD","TBD","PA","2 to 3 YRS",38,1,"No"
699,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",1800,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",24,2,"No"
700,"above 200 USD",15,"EXISTING CREDITS PAID BACK","EDUCATION",1905,"up to 100 K USD","above 7 YRS","NY","4",40,1,"No"
701,"NONE",12,"EXISTING CREDITS PAID BACK","FURNITURE",1123,"500 to 1000 K USD","1 to 4 YRS","NY","4",29,1,"Yes"
702,"0 USD",48,"CRITICAL ACCOUNT","USED CAR",6331,"up to 100 K USD","above 7 YRS","NY","4",46,2,"Yes"
703,"above 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1377,"100 to 500 K USD","above 7 YRS","NY","2 to 3 YRS",47,1,"No"
704,"0 to 200 USD",30,"DELAY IN PAST","RETRAINING",2503,"100 to 500 K USD","above 7 YRS","NY","2 to 3 YRS",41,2,"No"
705,"0 to 200 USD",27,"EXISTING CREDITS PAID BACK","RETRAINING",2528,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",32,1,"No"
706,"NONE",15,"EXISTING CREDITS PAID BACK","NEW CAR",5324,"500 to 1000 K USD","above 7 YRS","PA","4",35,1,"No"
707,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","NEW CAR",6560,"100 to 500 K USD","4 to 7 YRS","CT","2 to 3 YRS",24,1,"Yes"
708,"0 to 200 USD",12,"NONE TAKEN","FURNITURE",2969,"up to 100 K USD","up to 1 YR","NY","above 4 YRS",25,2,"Yes"
709,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",1206,"up to 100 K USD","above 7 YRS","NY","4",25,1,"No"
710,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",2118,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",37,1,"No"
711,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",629,"500 to 1000 K USD","above 7 YRS","NY","above 4 YRS",32,2,"No"
712,"0 USD",6,"ALL CREDITS PAID BACK","EDUCATION",1198,"up to 100 K USD","above 7 YRS","NY","4",35,1,"Yes"
713,"NONE",21,"EXISTING CREDITS PAID BACK","USED CAR",2476,"UNKNOWN/NONE","above 7 YRS","NY","4",46,1,"No"
714,"0 USD",9,"CRITICAL ACCOUNT","ELECTRONICS",1138,"up to 100 K USD","1 to 4 YRS","NY","4",25,2,"No"
715,"0 to 200 USD",60,"EXISTING CREDITS PAID BACK","NEW CAR",14027,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",27,1,"Yes"
716,"NONE",30,"CRITICAL ACCOUNT","USED CAR",7596,"UNKNOWN/NONE","above 7 YRS","PA","4",63,2,"No"
717,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",3077,"UNKNOWN/NONE","above 7 YRS","CT","2 to 3 YRS",40,2,"No"
718,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1505,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",32,1,"No"
719,"above 200 USD",24,"CRITICAL ACCOUNT","ELECTRONICS",3148,"UNKNOWN/NONE","1 to 4 YRS","CT","2 to 3 YRS",31,2,"No"
720,"0 to 200 USD",20,"NONE TAKEN","USED CAR",6148,"100 to 500 K USD","above 7 YRS","CT","4",31,2,"No"
721,"above 200 USD",9,"NONE TAKEN","ELECTRONICS",1337,"up to 100 K USD","up to 1 YR","NY","2 to 3 YRS",34,2,"Yes"
722,"0 to 200 USD",6,"ALL CREDITS PAID BACK","EDUCATION",433,"above 1000 K USD","up to 1 YR","NY","2 to 3 YRS",24,1,"Yes"
723,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1228,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",24,1,"Yes"
724,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",790,"500 to 1000 K USD","1 to 4 YRS","NY","above 4 YRS",66,1,"No"
725,"NONE",27,"EXISTING CREDITS PAID BACK","NEW CAR",2570,"up to 100 K USD","1 to 4 YRS","CT","above 4 YRS",21,1,"Yes"
726,"NONE",6,"CRITICAL ACCOUNT","NEW CAR",250,"above 1000 K USD","1 to 4 YRS","NJ","2 to 3 YRS",41,2,"No"
727,"NONE",15,"CRITICAL ACCOUNT","ELECTRONICS",1316,"500 to 1000 K USD","1 to 4 YRS","NJ","2 to 3 YRS",47,2,"No"
728,"0 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1882,"up to 100 K USD","1 to 4 YRS","NY","4",25,2,"Yes"
729,"0 to 200 USD",48,"ALL CREDITS PAID BACK","RETRAINING",6416,"up to 100 K USD","above 7 YRS","NY","above 4 YRS",59,1,"Yes"
730,"above 200 USD",24,"CRITICAL ACCOUNT","RETRAINING",1275,"above 1000 K USD","1 to 4 YRS","NJ","4",36,2,"No"
731,"0 to 200 USD",24,"DELAY IN PAST","ELECTRONICS",6403,"up to 100 K USD","up to 1 YR","PA","2 to 3 YRS",33,1,"No"
732,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1987,"up to 100 K USD","1 to 4 YRS","NJ","4",21,1,"Yes"
733,"0 to 200 USD",8,"EXISTING CREDITS PAID BACK","ELECTRONICS",760,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",44,1,"No"
734,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",2603,"above 1000 K USD","1 to 4 YRS","NJ","4",28,1,"No"
735,"NONE",4,"CRITICAL ACCOUNT","NEW CAR",3380,"up to 100 K USD","4 to 7 YRS","PA","1 to 2 YRS",37,1,"No"
736,"0 to 200 USD",36,"ALL CREDITS PAID BACK","OTHER",3990,"UNKNOWN/NONE","up to 1 YR","CT","2 to 3 YRS",29,1,"No"
737,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",11560,"up to 100 K USD","1 to 4 YRS","PA","4",23,2,"Yes"
738,"0 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",4380,"100 to 500 K USD","1 to 4 YRS","CT","4",35,1,"No"
739,"NONE",6,"CRITICAL ACCOUNT","NEW CAR",6761,"up to 100 K USD","4 to 7 YRS","PA","above 4 YRS",45,2,"No"
740,"0 to 200 USD",30,"NONE TAKEN","RETRAINING",4280,"100 to 500 K USD","1 to 4 YRS","NY","4",26,2,"Yes"
741,"0 USD",24,"ALL CREDITS PAID BACK","NEW CAR",2325,"100 to 500 K USD","4 to 7 YRS","NJ","above 4 YRS",32,1,"No"
742,"0 to 200 USD",10,"ALL CREDITS PAID BACK","ELECTRONICS",1048,"up to 100 K USD","1 to 4 YRS","NY","4",23,1,"No"
743,"NONE",21,"EXISTING CREDITS PAID BACK","ELECTRONICS",3160,"UNKNOWN/NONE","above 7 YRS","NY","above 4 YRS",41,1,"No"
744,"0 USD",24,"ALL CREDITS PAID BACK","FURNITURE",2483,"500 to 1000 K USD","1 to 4 YRS","NY","4",22,1,"No"
745,"0 USD",39,"CRITICAL ACCOUNT","FURNITURE",14179,"UNKNOWN/NONE","4 to 7 YRS","NY","4",30,2,"No"
746,"0 USD",13,"CRITICAL ACCOUNT","RETRAINING",1797,"up to 100 K USD","up to 1 YR","CT","1 to 2 YRS",28,2,"No"
747,"0 USD",15,"EXISTING CREDITS PAID BACK","NEW CAR",2511,"up to 100 K USD","TBD","PA","4",23,1,"No"
748,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1274,"up to 100 K USD","up to 1 YR","CT","1 to 2 YRS",37,1,"Yes"
749,"NONE",21,"EXISTING CREDITS PAID BACK","USED CAR",5248,"UNKNOWN/NONE","1 to 4 YRS","PA","above 4 YRS",26,1,"No"
750,"NONE",15,"EXISTING CREDITS PAID BACK","USED CAR",3029,"up to 100 K USD","4 to 7 YRS","NJ","2 to 3 YRS",33,1,"No"
751,"0 USD",6,"EXISTING CREDITS PAID BACK","FURNITURE",428,"up to 100 K USD","above 7 YRS","NJ","1 to 2 YRS",49,1,"No"
752,"0 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",976,"up to 100 K USD","up to 1 YR","PA","2 to 3 YRS",23,1,"Yes"
753,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","RETRAINING",841,"100 to 500 K USD","4 to 7 YRS","NJ","4",23,1,"No"
754,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",5771,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",25,2,"No"
755,"NONE",12,"DELAY IN PAST","OTHER",1555,"above 1000 K USD","above 7 YRS","NY","4",55,2,"Yes"
756,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1285,"UNKNOWN/NONE","4 to 7 YRS","NY","4",32,1,"Yes"
757,"above 200 USD",6,"CRITICAL ACCOUNT","NEW CAR",1299,"up to 100 K USD","1 to 4 YRS","PA","1 to 2 YRS",74,3,"No"
758,"above 200 USD",15,"CRITICAL ACCOUNT","ELECTRONICS",1271,"UNKNOWN/NONE","1 to 4 YRS","CT","4",39,2,"Yes"
759,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",1393,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",31,1,"No"
760,"0 USD",12,"CRITICAL ACCOUNT","NEW CAR",691,"up to 100 K USD","above 7 YRS","NY","above 4 YRS",35,2,"Yes"
761,"NONE",15,"CRITICAL ACCOUNT","NEW CAR",5045,"UNKNOWN/NONE","above 7 YRS","PA","4",59,1,"No"
762,"0 USD",18,"CRITICAL ACCOUNT","FURNITURE",2124,"up to 100 K USD","1 to 4 YRS","NY","4",24,2,"Yes"
763,"0 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",2214,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",24,1,"No"
764,"NONE",21,"CRITICAL ACCOUNT","NEW CAR",12680,"UNKNOWN/NONE","above 7 YRS","NY","4",30,1,"Yes"
765,"NONE",24,"CRITICAL ACCOUNT","NEW CAR",2463,"100 to 500 K USD","4 to 7 YRS","NY","above 4 YRS",27,2,"No"
766,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1155,"up to 100 K USD","above 7 YRS","CT","above 4 YRS",40,2,"No"
767,"0 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",3108,"up to 100 K USD","up to 1 YR","NJ","4",31,1,"Yes"
768,"NONE",10,"EXISTING CREDITS PAID BACK","USED CAR",2901,"UNKNOWN/NONE","up to 1 YR","PA","4",31,1,"No"
769,"0 to 200 USD",12,"CRITICAL ACCOUNT","FURNITURE",3617,"up to 100 K USD","above 7 YRS","PA","4",28,3,"No"
770,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",1655,"up to 100 K USD","above 7 YRS","NJ","4",63,2,"No"
771,"0 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",2812,"UNKNOWN/NONE","above 7 YRS","NJ","4",26,1,"No"
772,"0 USD",36,"CRITICAL ACCOUNT","EDUCATION",8065,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",25,2,"Yes"
773,"NONE",21,"CRITICAL ACCOUNT","USED CAR",3275,"up to 100 K USD","above 7 YRS","PA","4",36,1,"No"
774,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",2223,"100 to 500 K USD","above 7 YRS","NY","4",52,2,"No"
775,"above 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",1480,"500 to 1000 K USD","TBD","NJ","4",66,3,"No"
776,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1371,"UNKNOWN/NONE","1 to 4 YRS","NY","4",25,1,"Yes"
777,"NONE",36,"CRITICAL ACCOUNT","NEW CAR",3535,"up to 100 K USD","4 to 7 YRS","NY","4",37,2,"No"
778,"0 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",3509,"up to 100 K USD","4 to 7 YRS","NY","1 to 2 YRS",25,1,"No"
779,"NONE",36,"CRITICAL ACCOUNT","USED CAR",5711,"above 1000 K USD","above 7 YRS","NY","2 to 3 YRS",38,2,"No"
780,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","OTHER",3872,"up to 100 K USD","TBD","NJ","4",67,1,"No"
781,"0 to 200 USD",39,"CRITICAL ACCOUNT","ELECTRONICS",4933,"up to 100 K USD","4 to 7 YRS","NJ","2 to 3 YRS",25,2,"Yes"
782,"NONE",24,"CRITICAL ACCOUNT","NEW CAR",1940,"above 1000 K USD","above 7 YRS","NY","4",60,1,"No"
783,"0 to 200 USD",12,"NONE TAKEN","OTHER",1410,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",31,1,"No"
784,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",836,"100 to 500 K USD","up to 1 YR","NY","2 to 3 YRS",23,1,"Yes"
785,"0 to 200 USD",20,"EXISTING CREDITS PAID BACK","USED CAR",6468,"UNKNOWN/NONE","TBD","PA","4",60,1,"No"
786,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","RETRAINING",1941,"above 1000 K USD","1 to 4 YRS","NY","2 to 3 YRS",35,1,"No"
787,"NONE",22,"EXISTING CREDITS PAID BACK","ELECTRONICS",2675,"500 to 1000 K USD","above 7 YRS","CT","4",40,1,"No"
788,"NONE",48,"CRITICAL ACCOUNT","USED CAR",2751,"UNKNOWN/NONE","above 7 YRS","NY","above 4 YRS",38,2,"No"
789,"0 to 200 USD",48,"DELAY IN PAST","EDUCATION",6224,"up to 100 K USD","above 7 YRS","NY","4",50,1,"Yes"
790,"0 USD",40,"CRITICAL ACCOUNT","EDUCATION",5998,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",27,1,"Yes"
791,"0 to 200 USD",21,"EXISTING CREDITS PAID BACK","RETRAINING",1188,"up to 100 K USD","above 7 YRS","NJ","4",39,1,"Yes"
792,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",6313,"UNKNOWN/NONE","above 7 YRS","CT","4",41,1,"No"
793,"NONE",6,"CRITICAL ACCOUNT","FURNITURE",1221,"UNKNOWN/NONE","1 to 4 YRS","PA","2 to 3 YRS",27,2,"No"
794,"above 200 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",2892,"up to 100 K USD","above 7 YRS","CT","4",51,1,"No"
795,"NONE",24,"EXISTING CREDITS PAID BACK","FURNITURE",3062,"500 to 1000 K USD","above 7 YRS","NY","above 4 YRS",32,1,"No"
796,"NONE",9,"EXISTING CREDITS PAID BACK","FURNITURE",2301,"100 to 500 K USD","up to 1 YR","NJ","4",22,1,"No"
797,"0 USD",18,"EXISTING CREDITS PAID BACK","USED CAR",7511,"UNKNOWN/NONE","above 7 YRS","PA","4",51,1,"Yes"
798,"NONE",12,"CRITICAL ACCOUNT","FURNITURE",1258,"up to 100 K USD","up to 1 YR","NJ","4",22,2,"No"
799,"NONE",24,"DELAY IN PAST","NEW CAR",717,"UNKNOWN/NONE","above 7 YRS","NY","4",54,2,"No"
800,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","NEW CAR",1549,"UNKNOWN/NONE","up to 1 YR","NY","2 to 3 YRS",35,1,"No"
801,"NONE",24,"CRITICAL ACCOUNT","EDUCATION",1597,"up to 100 K USD","above 7 YRS","NY","4",54,2,"No"
802,"0 to 200 USD",18,"CRITICAL ACCOUNT","ELECTRONICS",1795,"up to 100 K USD","above 7 YRS","CT","4",48,2,"No"
803,"0 USD",20,"CRITICAL ACCOUNT","FURNITURE",4272,"up to 100 K USD","above 7 YRS","PA","4",24,2,"No"
804,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",976,"UNKNOWN/NONE","above 7 YRS","NY","4",35,2,"No"
805,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",7472,"UNKNOWN/NONE","TBD","PA","2 to 3 YRS",24,1,"No"
806,"0 USD",36,"EXISTING CREDITS PAID BACK","NEW CAR",9271,"up to 100 K USD","4 to 7 YRS","NJ","1 to 2 YRS",24,1,"Yes"
807,"0 to 200 USD",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",590,"up to 100 K USD","up to 1 YR","CT","above 4 YRS",26,1,"No"
808,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",930,"UNKNOWN/NONE","above 7 YRS","NY","4",65,4,"No"
809,"0 to 200 USD",42,"ALL CREDITS PAID BACK","USED CAR",9283,"up to 100 K USD","TBD","PA","2 to 3 YRS",55,1,"No"
810,"0 to 200 USD",15,"NONE TAKEN","NEW CAR",1778,"up to 100 K USD","up to 1 YR","NJ","1 to 2 YRS",26,2,"Yes"
811,"0 to 200 USD",8,"EXISTING CREDITS PAID BACK","RETRAINING",907,"up to 100 K USD","up to 1 YR","CT","2 to 3 YRS",26,1,"No"
